@relation shutovaglove

@attribute sentence string
@attribute conceptOverlap {false,true}
@attribute similarity REAL
@attribute pmi REAL
@attribute dim1 REAL
@attribute dim2 REAL
@attribute dim3 REAL
@attribute dim4 REAL
@attribute dim5 REAL
@attribute dim6 REAL
@attribute dim7 REAL
@attribute dim8 REAL
@attribute dim9 REAL
@attribute dim10 REAL
@attribute dim11 REAL
@attribute dim12 REAL
@attribute dim13 REAL
@attribute dim14 REAL
@attribute dim15 REAL
@attribute dim16 REAL
@attribute dim17 REAL
@attribute dim18 REAL
@attribute dim19 REAL
@attribute dim20 REAL
@attribute dim21 REAL
@attribute dim22 REAL
@attribute dim23 REAL
@attribute dim24 REAL
@attribute dim25 REAL
@attribute dim26 REAL
@attribute dim27 REAL
@attribute dim28 REAL
@attribute dim29 REAL
@attribute dim30 REAL
@attribute dim31 REAL
@attribute dim32 REAL
@attribute dim33 REAL
@attribute dim34 REAL
@attribute dim35 REAL
@attribute dim36 REAL
@attribute dim37 REAL
@attribute dim38 REAL
@attribute dim39 REAL
@attribute dim40 REAL
@attribute dim41 REAL
@attribute dim42 REAL
@attribute dim43 REAL
@attribute dim44 REAL
@attribute dim45 REAL
@attribute dim46 REAL
@attribute dim47 REAL
@attribute dim48 REAL
@attribute dim49 REAL
@attribute dim50 REAL
@attribute dim51 REAL
@attribute dim52 REAL
@attribute dim53 REAL
@attribute dim54 REAL
@attribute dim55 REAL
@attribute dim56 REAL
@attribute dim57 REAL
@attribute dim58 REAL
@attribute dim59 REAL
@attribute dim60 REAL
@attribute dim61 REAL
@attribute dim62 REAL
@attribute dim63 REAL
@attribute dim64 REAL
@attribute dim65 REAL
@attribute dim66 REAL
@attribute dim67 REAL
@attribute dim68 REAL
@attribute dim69 REAL
@attribute dim70 REAL
@attribute dim71 REAL
@attribute dim72 REAL
@attribute dim73 REAL
@attribute dim74 REAL
@attribute dim75 REAL
@attribute dim76 REAL
@attribute dim77 REAL
@attribute dim78 REAL
@attribute dim79 REAL
@attribute dim80 REAL
@attribute dim81 REAL
@attribute dim82 REAL
@attribute dim83 REAL
@attribute dim84 REAL
@attribute dim85 REAL
@attribute dim86 REAL
@attribute dim87 REAL
@attribute dim88 REAL
@attribute dim89 REAL
@attribute dim90 REAL
@attribute dim91 REAL
@attribute dim92 REAL
@attribute dim93 REAL
@attribute dim94 REAL
@attribute dim95 REAL
@attribute dim96 REAL
@attribute dim97 REAL
@attribute dim98 REAL
@attribute dim99 REAL
@attribute dim100 REAL
@attribute metaphor {0,1}

@data
'absorb knowledge',true,0.257830430598,?,-0.9453099966049194,0.18074998259544373,-0.2825689874589443,-1.0189500153064728,-0.5337599851191044,0.1534300148487091,-0.6678700000047684,0.8878200128674507,0.37341997027397156,-0.3266763100400567,0.2571140080690384,-0.2391420118510723,-0.6842799782752991,0.007714997977018356,0.20344999432563782,-0.7469099760055542,-1.0164899826049805,-0.2847599685192108,0.9972400069236755,-0.692392997443676,0.6629599630832672,-0.21074000000953674,-0.2695370092988014,1.1331999897956848,-0.26784998178482056,0.08760999143123627,-0.9288899898529053,-0.045965999364852905,0.9134800136089325,-0.4107999987900257,0.37876899540424347,-0.2484300136566162,-0.17149001359939575,0.33958999812602997,-0.6119850166141987,-0.352649986743927,1.0472500324249268,-0.6569082181667909,-0.1787700057029724,-0.2273200061172247,0.759876973927021,-0.7068789787590504,-1.2922700494527817,0.037780001759529114,0.5424530059099197,0.7620509974658489,0.22864000499248505,0.34092798829078674,-0.5931199938058853,0.18887999653816223,-0.7923800051212311,-0.6049030143767595,0.08503001928329468,-0.40501999855041504,-0.007829993963241577,0.6543999910354614,-0.03828999400138855,0.06293004751205444,-0.7292499542236328,-0.3291090056300163,0.39892999827861786,0.02183002233505249,-0.4563699811697006,0.713129997253418,-0.20179998874664307,0.26207101345062256,0.32618001103401184,0.5077800303697586,-0.3294900059700012,-1.4734299778938293,0.6462729871273041,-1.0182199776172638,-0.6325289728119969,0.9230900257825851,0.3962240070104599,-0.25682999938726425,-0.2725300043821335,-0.26850003004074097,0.9764580205082893,0.5184630304574966,0.19496998190879822,-0.9418110214173794,-0.8023200035095215,0.6480000019073486,1.5138700306415558,-0.7854300141334534,0.4881140049546957,0.44737300649285316,-0.17541299760341644,0.35409997403621674,0.4943050052970648,0.14201998710632324,-0.4681600034236908,-1.4669000208377838,-0.9625599980354309,-0.010460004210472107,0.535850003361702,0.9575899541378021,-0.07301999628543854,-0.7980400174856186,1
'absorb cost',false,0.40088683796,?,-0.18389999866485596,-0.12288999557495117,-0.043487001210451126,-0.4810499846935272,-0.2138499915599823,0.4276299774646759,-0.6280799955129623,-0.03869999945163727,0.6426779739558697,-0.5525462934747338,-0.19133999943733215,-0.396680012345314,-0.22491098940372467,0.3391440100967884,0.04809001088142395,0.2446000576019287,-0.2778499722480774,-0.05134999752044678,-0.07742999494075775,-0.5783429965376854,-0.7227700054645538,-0.053910017013549805,-0.26308201253414154,0.0997999906539917,-0.7366389892995358,0.06842999160289764,-0.11852000653743744,0.5253869965672493,1.4790300130844116,0.35350000858306885,0.002817004919052124,-0.2304999828338623,-1.1669300198554993,0.18598000705242157,-0.47970501333475113,-0.9736799895763397,0.6015240252017975,-0.218438197276555,-0.07032999396324158,-0.044470012187957764,-0.374023012816906,0.03984999656677246,-0.9390500485897064,-0.01137000322341919,-0.1001880019903183,0.748481996357441,-0.08600997924804688,1.3949899673461914,9.600222110748291E-4,0.15976998209953308,-0.879720002412796,0.11424500308930874,0.7452400028705597,-0.7921300530433655,0.48753999173641205,1.4872000217437744,0.2112400084733963,-0.20183998346328735,-1.0726499557495117,-0.31243900768458843,0.22269999980926514,0.6834150087088346,-0.5791999772191048,0.027110010385513306,0.20175999402999878,0.04920100420713425,0.7448380216956139,-0.1832619173801504,-0.2635599970817566,-0.7021499872207642,0.562011346424697,-0.676530983299017,0.20781100075691938,-0.48412998020648956,-0.05552998185157776,-0.15897300094366074,-0.875980019569397,-1.1143500208854675,1.0466579869389534,-0.09831994771957397,-0.13280999660491943,0.09626900032162666,-0.8149800151586533,0.8343600034713745,1.4387699663639069,-0.3902110029011965,0.3733600080013275,0.5784700065851212,0.41999998688697815,1.0313299894332886,0.6503000110387802,-0.025330007076263428,-0.38068999350070953,-0.2868000268936157,0.16451004147529602,0.09814000129699707,-0.8227400034666061,-0.4835119992494583,-1.3074900060892105,0.4121500104665756,1
'absorb tax',false,0.274298733588,?,-0.23701998591423035,0.21468999981880188,-0.2134990058839321,0.4379899799823761,-1.2532199621200562,-0.03105999529361725,-0.12264996767044067,-0.06467000395059586,0.4020499736070633,-0.19612629804760218,0.36475300788879395,-0.6612200140953064,0.8835200071334839,-0.05895400047302246,0.268156997859478,-0.6140899658203125,-1.0619699656963348,0.19444000720977783,0.5515899956226349,-0.6968529745936394,-0.7209599912166595,-0.5623640045523643,-0.09555001556873322,-0.3674899935722351,0.03272998332977295,0.3743000030517578,-0.023030012845993042,0.8626970127224922,1.8103600144386292,0.3759499788284302,-0.641291007399559,-0.4183000326156616,-0.912060022354126,0.5905600041151047,-0.12539002299308777,-1.08747997879982,0.8624000251293182,0.6083918173098937,-0.5772600024938583,-0.1804790049791336,0.2530369982123375,0.6167100667953491,-1.7028000354766846,-0.4529600143432617,0.40476299822330475,1.8470300436019897,0.5897199958562851,0.907509982585907,0.14688998460769653,0.7073299586772919,-0.5171660035848618,0.41376700811088085,0.3579250080510974,-0.3911399841308594,0.8624599874019623,0.9564999341964722,-0.7351399660110474,-0.06897997856140137,-1.636850118637085,-0.6867299973964691,0.20879000425338745,1.4304500222206116,-0.23756998777389526,0.1751900017261505,-0.3561300039291382,0.4894310235977173,0.617462020367384,0.03961999714374542,-0.34988999366760254,-0.024399995803833008,0.37042999267578125,-0.36410999298095703,0.2703010020777583,-0.09863997995853424,0.9178000092506409,0.03480000048875809,-0.6051400080323219,-0.48854002356529236,0.8738780096173286,0.2816200256347656,-0.3556400537490845,-0.3145909868180752,-1.4677500128746033,1.3124099373817444,1.004869967699051,-0.02601999044418335,0.7465800046920776,1.1173000037670135,0.3218099772930145,1.4271299839019775,0.9416600167751312,0.47176000475883484,0.2894900143146515,-0.5497000217437744,-0.13436999917030334,0.06252999603748322,-0.7622200101613998,-0.48033399879932404,-0.979789987206459,1.1390599757432938,1
'absorb immigrant',false,-0.00010181441474,?,-1.3343899846076965,-0.32280004024505615,0.4317910112440586,0.11467000842094421,-0.5626739859580994,-0.6738300025463104,-0.3617500066757202,0.699320025742054,0.29328998923301697,-0.786926300264895,2.051149994134903,9.399950504302979E-4,0.1147100031375885,0.0911639966070652,0.003080010414123535,-1.124179981648922,-0.8000799715518951,1.0302599966526031,0.641730010509491,-0.5941229984164238,-0.8141099810600281,-0.8123300075531006,-1.0978299975395203,0.475289985537529,-0.6352599859237671,0.8475199937820435,-0.30102773185353726,1.1268169954419136,0.6650170087814331,-0.13176999986171722,0.11420899629592896,-0.37515002489089966,-1.5837100148200989,-0.36038999259471893,-0.7915800213813782,0.4319300353527069,0.4299500286579132,-0.34891820361372083,-1.361059993505478,-0.2366986060515046,0.986456997692585,0.032820045948028564,-1.2583800479769707,-0.30921000242233276,-0.7589070051908493,1.6117900013923645,0.39473000168800354,0.45949599146842957,-0.7087099850177765,-1.035840004682541,0.08069998025894165,0.15645700506865978,0.51426000893116,-0.22346001863479614,0.763700008392334,-0.21060001850128174,0.7719600200653076,-0.3704099804162979,-0.7559499740600586,-0.4797400087118149,0.4117499887943268,0.6465230081230402,-1.0715499818325043,1.3585899770259857,-0.20302999019622803,-0.3484089970588684,0.7077740207314491,-0.010030001401901245,0.2535700052976608,-1.0577599853277206,0.8459399938583374,-0.3840499818325043,0.2968909917399287,0.5154400020837784,-0.006659984588623047,-0.5228499993681908,-0.4624140076339245,-0.5038200318813324,0.37419799715280533,0.8793900310993195,0.5319699868559837,-0.3038310073316097,-1.2680200040340424,0.2157439962029457,0.8523599803447723,0.4829999804496765,0.7817400097846985,0.727180004119873,0.48885998129844666,1.5552600026130676,0.5290050059556961,0.03415998816490173,-0.6455000042915344,-0.9061200171709061,-0.4521669875830412,-0.11696299538016319,0.5912600010633469,-0.8408100008964539,0.03867899626493454,0.6662299782037735,1
'absorb interest',true,0.309122791041,?,-1.028090000152588,0.2869199812412262,-0.037824999541044235,-0.6043800115585327,-0.6746999770402908,0.4194900095462799,0.1616700291633606,0.8765500262379646,1.0995099544525146,0.5297137191519141,0.6299300193786621,-0.7009400129318237,0.09044000506401062,0.15202400460839272,0.23394199460744858,-0.6683899760246277,0.02358001470565796,-0.09266999363899231,-0.20065999031066895,-0.5726230069994926,-0.3362179920077324,-0.6000000089406967,-0.03540000319480896,0.1702599823474884,-0.8804299905896187,0.409060001373291,-0.2531390115618706,0.6785169914364815,1.39205002784729,-0.3622046976815909,0.17841900885105133,-0.17136001586914062,-0.41457003355026245,-0.2832449935376644,-0.12991002202033997,-0.7178199887275696,0.04465001821517944,-0.008833399857394397,-0.1117900013923645,0.23725999891757965,0.27099699527025223,-0.15011996030807495,-1.1852260455489159,-0.17123620491474867,-0.08007000014185905,1.2237800061702728,0.04521000385284424,0.9028399884700775,-0.6026199907064438,1.3281299769878387,-0.6773499995470047,0.03986200038343668,0.282244011759758,-0.3400599956512451,0.1993199959397316,1.731299877166748,0.3085020072758198,0.699150025844574,-1.0123499631881714,-0.7182700037956238,0.262939989566803,0.11568999290466309,-0.4635399878025055,0.3745580017566681,-0.4066600203514099,-0.3439590036869049,0.3822700083255768,-0.48233000934123993,-0.8095099925994873,-1.1502329781651497,0.2778099775314331,-0.5585699826478958,-0.16212899703532457,0.5491500049829483,0.8036400079727173,-0.2910599932074547,-0.6879400014877319,-0.5903400182723999,1.0063579753041267,0.8989600241184235,0.33080998063087463,-0.49682101234793663,-1.0152870081365108,0.9179800152778625,0.593099981546402,0.2519500255584717,1.0664300322532654,0.10124999284744263,-0.48385000228881836,1.4068599939346313,1.565999984741211,-0.18403300549834967,-0.34307000041007996,-0.7696399986743927,0.3180300295352936,-0.2471349984407425,-0.10217998921871185,0.20040997862815857,-0.6191300302743912,0.14249700028449297,1
'abuse workers',false,0.390900458263,0.8791333606785946,0.16878002882003784,-0.399509996175766,0.8666300028562546,0.09102998673915863,-0.15185004472732544,1.9428699612617493,-0.10216999053955078,-0.7046969830989838,-0.2021930031478405,0.19140000268816948,-0.04248899593949318,0.3901129961013794,-1.2649700045585632,1.1659279791638255,0.7446500062942505,1.1700399816036224,-0.5885870158672333,0.10140599869191647,-1.3320600390434265,0.5654099881649017,-1.3179600238800049,-0.6999100148677826,-0.7815299928188324,0.6331570278853178,-0.3134099841117859,0.9791310280561447,1.1981799602508545,-0.3246049862354994,-0.28879399597644806,1.2151700258255005,0.7060999870300293,-0.6682099997997284,0.3983983136713505,1.04135000705719,0.05702999234199524,0.13826999068260193,-0.5317429974675179,-0.5824500024318695,-0.4791800081729889,0.35564698837697506,-0.02435004711151123,0.6719600111246109,-0.1376109980046749,-0.6645044731994858,-0.6118199825286865,0.23513001017272472,0.8863000273704529,-0.3755500093102455,0.1256410963833332,-0.6905200183391571,1.4280099868774414,0.24449998140335083,0.4039499759674072,-0.47599995136260986,0.6946800202131271,-0.40622997283935547,0.12035000324249268,-0.030780017375946045,-1.143399953842163,-0.04088000953197479,0.04892540047876537,-0.2657589986920357,0.1944459993392229,-0.4984699785709381,-0.03613001108169556,-0.216607004404068,0.4234200119972229,-0.9954100102186203,-0.08265000581741333,0.7742699980735779,0.4778899848461151,-0.0536470040678978,0.4890400171279907,0.8101699948310852,-0.5687000155448914,-0.4915359765291214,-1.1336499899625778,0.31710839504376054,-0.25922006368637085,0.5067300051450729,0.11433994770050049,0.7231400012969971,1.009030044078827,0.800309956073761,0.12689995765686035,-0.2041199803352356,-0.30285999923944473,-0.31310999393463135,0.19748999178409576,-0.5319500267505646,-1.4677400290966034,0.32277002930641174,-0.24394800327718258,0.033708601258695126,2.1418400406837463,0.0043029990047216415,-0.31883300095796585,-0.6413999944925308,-0.5239300727844238,0.12509998679161072,0
'abuse system',false,0.381589400008,-1.7110479044051012,0.6503610219806433,-0.022509992122650146,-0.7115399986505508,0.20632000267505646,-0.531780019402504,1.4725630562752485,-0.5636500120162964,-0.32650700211524963,-0.1031929962337017,-0.05516998469829559,0.0990540087223053,0.20728300511837006,-0.2868130002170801,1.2243879809975624,0.020669996738433838,0.9666099846363068,-0.6865669786930084,-0.20569399185478687,-1.5653650369495153,0.7024399936199188,0.604420006275177,0.23539999127388,-0.6185399889945984,0.8461300283670425,-0.7214229926466942,0.9223109930753708,0.9149099886417389,-0.17029999196529388,0.19655999541282654,0.544840008020401,0.34790998697280884,-1.653150051832199,0.40984830632805824,0.44961000978946686,-0.8450400233268738,-0.014359995722770691,-0.329769991338253,0.2348799705505371,-0.2800920009613037,0.922359973192215,-0.5407000184059143,0.8952300101518631,0.18484599888324738,-0.4299599677324295,-0.26071999222040176,0.31004101037979126,-0.11680999398231506,0.028950005769729614,0.2054510973393917,-0.5349400192499161,0.939704991877079,-0.8476099967956543,-0.7444200254976749,0.03660011291503906,-0.04640999436378479,1.262700080871582,-0.9762799739837646,-0.9154980126768351,-1.1953999996185303,-0.651500016450882,0.07165300101041794,0.18641100078821182,0.00934000313282013,-1.5874399542808533,-0.12936997413635254,-0.4313900023698807,1.5601800084114075,-0.74795001745224,-0.16046994924545288,0.2512180022895336,0.03274999558925629,0.2815939858555794,-0.8465800136327744,0.4659099876880646,-0.016689985990524292,0.6377439945936203,-0.6114400178194046,-0.42392998933792114,-0.38321006298065186,0.4520050063729286,0.03782999515533447,0.5638700127601624,1.6109500527381897,0.15382996201515198,-0.06139993667602539,-1.7546299695968628,-0.3883199915289879,0.6550599932670593,0.03610999882221222,-0.6197970248758793,-0.564630001783371,-0.750929981470108,0.2452399730682373,-0.6009429730474949,0.8044200539588928,-0.19920499995350838,-0.5007400065660477,0.6943899840116501,-0.14739000797271729,-0.16033001244068146,1
'abuse policeman',false,0.297995064081,?,0.4857800155878067,0.7294500172138214,0.05769999325275421,0.2260199934244156,-0.8582300245761871,0.0690000057220459,-0.6802980154752731,-0.20500700175762177,-0.6228230111300945,-0.5210799723863602,0.3960240036249161,-0.12319700419902802,-1.0011699795722961,0.8395099937915802,0.1945900022983551,-0.08338001370429993,0.17203500121831894,0.9338659774512053,-0.45980000495910645,0.0321899950504303,-1.1896100044250488,0.12876999378204346,-0.18729999661445618,0.8613300323486328,-0.8705599904060364,0.27445100247859955,1.0490599870681763,0.1990399956703186,-0.6174599826335907,0.21759003400802612,1.058251976966858,-0.181536003947258,0.15931830182671547,0.41137000918388367,-0.3726000040769577,0.7636599838733673,0.22955003380775452,-0.2546960115432739,-1.426279991865158,0.08669999241828918,-0.7941590249538422,-0.17356999218463898,-1.2807840257883072,-0.5406699702143669,-0.6438200175762177,0.041320011019706726,0.8600199818611145,-0.44436000287532806,0.48192108795046806,-0.4384100139141083,0.8311437927186489,-0.08376997709274292,-0.3498600125312805,-0.48469996452331543,0.27837999910116196,-0.5556199550628662,0.7169899940490723,-1.1984300017356873,0.8683600127696991,-0.5663500130176544,-0.11733700335025787,-0.5050190016627312,0.5563500076532364,-1.102889969944954,0.6813099980354309,0.012789994478225708,0.811509981751442,-1.003920003771782,0.7577100247144699,-0.7612199783325195,0.406360000371933,0.622283972799778,-1.139810025691986,0.44946998357772827,0.0492900013923645,-0.19424600899219513,-0.8816799968481064,0.06880998611450195,-0.6575200259685516,0.9007799923419952,-0.05028003454208374,0.12118002772331238,0.5568840280175209,0.7273599654436111,-1.8146599680185318,-0.23207998275756836,0.5363900139927864,-0.20697999000549316,-0.3911899924278259,-0.6139130257070065,-1.162449985742569,-0.19402998685836792,-0.17623000591993332,0.45306700095534325,1.7751700580120087,-0.7803149856626987,-0.9850499927997589,-0.250110000371933,0.7807299792766571,-0.14907000958919525,0
'abuse alcohol',false,0.56442608015,5.0008698509474945,0.12512999773025513,0.8987800180912018,0.2310359999537468,0.016789987683296204,-0.38298001885414124,0.5855599641799927,-0.7774200141429901,-0.8371169865131378,-0.3346429876983166,-0.38023997843265533,0.6049840301275253,0.44192299246788025,0.6067699790000916,0.21623998880386353,-0.06856000423431396,0.18747000396251678,-0.47229698300361633,0.6056860219687223,-0.8878400325775146,0.06770998239517212,-0.3755800127983093,-0.033110007643699646,-0.11439000070095062,0.6491780281066895,0.3811799883842468,-0.6948989778757095,0.5743699781596661,0.6078400015830994,0.24319002032279968,0.20810002088546753,0.8083799779415131,-0.4985400140285492,0.18686829879879951,0.7644000053405762,-0.276559105142951,-0.7030899822711945,-0.9195399880409241,-0.7474600076675415,0.032889991998672485,-0.14079001545906067,-0.5410100221633911,0.385110005736351,0.12221600115299225,0.3113500475883484,-0.23732998967170715,0.5308299958705902,0.5420400053262711,-0.20177900791168213,0.3450611047446728,0.8227599263191223,-0.0013899803161621094,-0.3480519875884056,0.11542999744415283,0.6855200529098511,-0.0774800032377243,-0.07739996910095215,0.626829981803894,-0.9082999126985669,0.01620006561279297,-0.16833999752998352,-0.646577000617981,-0.04531899653375149,-0.35985998809337616,-0.9318569749593735,0.5503964978270233,-0.7756299823522568,-0.41224998235702515,0.6934000253677368,-0.1768399477005005,0.6513699889183044,0.651089996099472,0.5536139979958534,-1.7058600187301636,-0.888740062713623,0.879069983959198,-0.22847600281238556,0.04158000648021698,1.6238499879837036,-0.045800089836120605,0.6918300092220306,0.42410996556282043,0.7292500138282776,0.9774300158023834,-0.29952001571655273,-0.9375,-0.23920997977256775,0.04623999446630478,0.2759399972856045,0.6327999979257584,-0.4951600283384323,0.47134003043174744,-0.3083999902009964,0.4317600131034851,0.46289699897170067,1.4427880495786667,0.03351299837231636,-0.4221620038151741,0.14020000398159027,-0.2844700217247009,0.29714998602867126,1
'accommodate guest',true,0.274542809542,?,-0.21990999579429626,0.7838800102472305,-0.46883000433444977,0.8660499751567841,-1.4002699851989746,-0.051719993352890015,-0.608022989705205,0.09957998991012573,0.580609992146492,0.7600699961185455,0.6689099967479706,0.37275996804237366,0.005290001630783081,-1.6838500499725342,0.7102500200271606,-1.2369799613952637,-1.1428499817848206,1.4547800123691559,-0.3362700045108795,-0.8253600001335144,-0.43856000527739525,-0.269400030374527,0.19645899906754494,-0.2601800113916397,-0.41989001631736755,-0.44074004888534546,-1.0622699856758118,-0.8325250223278999,-0.21015998721122742,0.24724401347339153,-0.13718998432159424,-0.3864400088787079,-0.41655201092362404,-0.43344099074602127,0.02098100259900093,-0.5523699522018433,0.6894199997186661,0.039757998660206795,-0.3024500012397766,0.3421200066804886,0.38819000124931335,-1.009330004453659,-0.4769230205565691,-0.8199499994516373,-0.8646000027656555,0.5524699985980988,1.7242600321769714,0.2760700136423111,0.12654998898506165,0.7220599949359894,0.3549399971961975,0.27357998490333557,0.13232998549938202,0.3554900288581848,0.18129299581050873,0.7385001182556152,0.3569139838218689,-0.14820998907089233,1.2754400372505188,-0.48148998618125916,0.14487001299858093,-0.5348100364208221,0.02922999858856201,0.5424799919128418,-0.42924001812934875,0.3576829954981804,-0.8592920042574406,-0.13947001099586487,-0.07472997903823853,-0.383420005440712,0.6596699953079224,-0.2684350088238716,-0.027830004692077637,-0.05142998695373535,0.8197299912571907,-0.4976179860532284,-0.14129000902175903,0.1159179974347353,-0.4479600191116333,0.5687520243227482,-0.3029700070619583,-0.14907997846603394,-0.6754980087280273,0.9672600030899048,0.6151999235153198,-0.01399000734090805,0.1874100062996149,-0.3356079077348113,-0.7481152053223923,1.4045300483703613,0.14022960234433413,0.5486000180244446,-0.7025490235537291,-0.8697900474071503,0.033580005168914795,-0.9970999956130981,0.17808999121189117,-0.005379989743232727,0.4078000783920288,-0.07303300127387047,0
